"";"Country";"Brand";"Month";"Gross.Sales";"Net.Sales";"Volume";"Mgmt_Sales";"Total_expenses";"Expense_A240";"Expense_B240";"Expense_D240";"Expense_Q240"
"2126";"China";"DESFERAL";2014-11-01;2271900;2242365,3;25000000;2242365,3;191700;191700;0;0;0
"2127";"China";"DESFERAL";2014-12-01;1817520;1622602,66;20000000;1622602,66;191000;191000;0;0;0
"2128";"China";"DESFERAL";2015-01-01;2271900;2215893,93;25000000;2215893,93;0;0;0;0;0
"2129";"China";"DESFERAL";2015-02-01;3635040;3587784,48;40000000;3587784,48;0;0;0;0;0
"2130";"China";"DESFERAL";2015-03-01;2771718;2735685,66;30500000;2735685,66;0;0;0;0;0
"2131";"China";"DESFERAL";2015-04-01;2271900;1944201,12;21719000;1944201,12;0;0;0;0;0
"2132";"China";"DESFERAL";2015-05-01;2044710;838713,18;22308050;838713,18;0;0;0;0;0
"2133";"China";"DESFERAL";2015-06-01;1090512;2248884,18;12373450;2248884,18;0;0;0;0;0
"2134";"China";"DESFERAL";2015-07-01;1817520;1787257,8;19927050;1787257,8;0;0;0;0;0
"2135";"China";"DESFERAL";2015-08-01;2589966;3620285,73;28405350;3620285,73;0;0;0;0;0
"2136";"China";"DESFERAL";2015-09-01;2726280;1619344,8;30012050;1619344,8;0;0;0;0;0
"2137";"China";"DESFERAL";2015-10-01;2499090;2466459,76;27498450;2466459,76;0;0;0;0;0
"2138";"China";"DESFERAL";2015-11-01;2726280;2688460;29973800;2688460;0;0;0;0;0
"2139";"China";"DESFERAL";2015-12-01;2726280;2611102,05;29948950;2611102,05;0;0;0;0;0
"2140";"China";"DESFERAL";2016-01-01;4089420;3995261,17;44548850;3995261,17;0;0;0;0;0
"2141";"China";"DESFERAL";2016-02-01;1895218,98;1377699,42;15431350;1377699,42;0;0;0;0;0
"2142";"China";"DESFERAL";2016-03-01;2271900;1969184,83;21993900;1969184,83;0;0;0;0;0
"2143";"China";"DESFERAL";2016-04-01;2271900;2135004,7;24894750;2135004,7;0;0;0;0;0
"2144";"China";"DESFERAL";2016-05-01;2499090;2457754,24;27402650;2457754,24;0;0;0;0;0
"2145";"China";"DESFERAL";2016-06-01;2953470;1908620,31;21683200;1908620,31;0;0;0;0;0
"2146";"China";"DESFERAL";2016-07-01;2218283,16;2301454,35;25650200;2301454,35;0;0;0;0;0
"2147";"China";"DESFERAL";2016-08-01;2273500;2267353,87;25257600;2267353,87;0;0;0;0;0
"2148";"China";"DESFERAL";2016-09-01;2846422;2795226,59;31143800;2795226,59;0;0;0;0;0
"2149";"China";"DESFERAL";2016-10-01;1597361,1;1609907,04;17931600;1609907,04;0;0;0;0;0
"2150";"China";"DESFERAL";2016-11-01;0;-44195,65;702300;-44195,65;0;0;0;0;0
"2151";"China";"DESFERAL";2016-12-01;0;-6057,88000000003;99250;-6057,88;0;0;0;0;0
"2152";"China";"DESFERAL";2017-01-01;2728200;-84795,1499999999;-493200;0;0;0;0;0;0
"2153";"China";"DESFERAL";2017-02-01;0;-74495,9400000002;8325700;0;0;0;0;0;0
"2154";"China";"DESFERAL";2017-03-01;0;524898,87;0;0;0;0;0;0;0
"2155";"China";"DESFERAL";2017-04-01;0;-57803,7199999999;0;0;0;0;0;0;0
"2156";"China";"DESFERAL";2017-05-01;0;1516562,99;22167500;0;0;0;0;0;0
"2157";"China";"DESFERAL";2017-06-01;3730770;3526964,24;44455000;0;0;0;0;0;0
"2158";"China";"DESFERAL";2017-07-01;1725273,86;1604197,31;20810000;0;0;0;0;0;0
"2159";"China";"DESFERAL";2017-08-01;3318727,18;3876940,53;31650000;0;0;0;0;0;0
"2160";"China";"DESFERAL";2017-09-01;3475419,52;3433714,49;41920000;0;0;0;0;0;0
"2161";"China";"DESFERAL";2017-10-01;1668068,72;1352138,23;20120000;0;0;0;0;0;0
"2162";"China";"DESFERAL";2017-11-01;2072650;2347008,11;24980000;0;0;0;0;0;0
"2163";"China";"DESFERAL";2017-12-01;2694445;2046508,98;26604000;0;0;0;0;0;0
"2164";"China";"DESFERAL";2018-01-01;3855129;4344958,74;46500000;4344958,5;0;0;0;0;0
"2165";"China";"DESFERAL";2018-02-01;2488009,06;2458152,95;30010000;2458153;0;0;0;0;0
"2166";"China";"DESFERAL";2018-03-01;2124880,78;2099382,21;25630000;2099382,25;0;0;0;0;0
"2167";"China";"DESFERAL";2018-04-01;1782064,47;1760679,69;21495000;1760679,75;0;0;0;0;0
"2168";"China";"DESFERAL";2018-05-01;470077,02;464436,1;5670000;464436,0938;0;0;0;0;0
"2169";"China";"DESFERAL";2018-06-01;2170064,55;2143401,98;26167500;2143402;0;0;0;0;0
"2170";"China";"DESFERAL";2018-07-01;1727761,04;1707027,93;20840000;1707027,875;0;0;0;0;0
"2171";"China";"DESFERAL";2018-08-01;2197009;2166705,94;26500000;2166706;0;0;0;0;0
"2172";"China";"DESFERAL";2018-09-01;3261936,57;3087176,79;39345000;3087176,75;0;0;0;0;0
"2173";"China";"DESFERAL";2018-10-01;2076380,77;2059469,6;25045000;2059469,625;0;0;0;0;0
"2174";"China";"DESFERAL";2018-11-01;2119906,42;2064364,87;25570000;2064364,875;0;0;0;0;0
"2175";"China";"DESFERAL";2018-12-01;1899790,99;1849836,44;22915000;1849836,5;0;0;0;0;0
"2176";"China";"DESFERAL";2019-01-01;3320799,83;3279953,99;40055000;3279954;0;0;0;0;0
"2177";"China";"DESFERAL";2019-02-01;1526713,99;1507935,39;18415000;1507935,375;0;0;0;0;0
"2178";"China";"DESFERAL";2019-03-01;2197009;2168008,48;26500000;2168008,5;0;0;0;0;0
"2179";"China";"DESFERAL";2019-04-01;1842585,85;1812551,7;22225000;1812551,6875;0;0;0;0;0
"2180";"China";"DESFERAL";2019-05-01;NA;NA;NA;NA;0;0;0;0;0
"2181";"China";"DESFERAL";2019-06-01;NA;NA;NA;NA;0;0;0;0;0
"2182";"China";"DESFERAL";2019-07-01;NA;NA;NA;NA;0;0;0;0;0
"2183";"China";"DESFERAL";2019-08-01;NA;NA;NA;NA;0;0;0;0;0
"2184";"China";"DESFERAL";2019-09-01;NA;NA;NA;NA;0;0;0;0;0
"2185";"China";"DESFERAL";2019-10-01;NA;NA;NA;NA;0;0;0;0;0
"2186";"China";"DESFERAL";2019-11-01;NA;NA;NA;NA;0;0;0;0;0
"2187";"China";"DESFERAL";2019-12-01;NA;NA;NA;NA;0;0;0;0;0
"2188";"China";"DESFERAL";2020-01-01;NA;NA;NA;NA;0;0;0;0;0
"2189";"China";"DESFERAL";2020-02-01;NA;NA;NA;NA;0;0;0;0;0
"2190";"China";"DESFERAL";2020-03-01;NA;NA;NA;NA;0;0;0;0;0
"2191";"China";"DESFERAL";2020-04-01;NA;NA;NA;NA;0;0;0;0;0
"2192";"China";"DESFERAL";2020-05-01;NA;NA;NA;NA;0;0;0;0;0
"2193";"China";"DESFERAL";2020-06-01;NA;NA;NA;NA;0;0;0;0;0
"2194";"China";"DESFERAL";2020-07-01;NA;NA;NA;NA;0;0;0;0;0
"2195";"China";"DESFERAL";2020-08-01;NA;NA;NA;NA;0;0;0;0;0
"2196";"China";"DESFERAL";2020-09-01;NA;NA;NA;NA;0;0;0;0;0
"2197";"China";"DESFERAL";2020-10-01;NA;NA;NA;NA;0;0;0;0;0
"2198";"China";"DESFERAL";2020-11-01;NA;NA;NA;NA;0;0;0;0;0
"2199";"China";"DESFERAL";2020-12-01;NA;NA;NA;NA;0;0;0;0;0
"2200";"China";"DESFERAL";2021-01-01;NA;NA;NA;NA;0;0;0;0;0
"2201";"China";"DESFERAL";2021-02-01;NA;NA;NA;NA;0;0;0;0;0
"2202";"China";"DESFERAL";2021-03-01;NA;NA;NA;NA;0;0;0;0;0
"2203";"China";"DESFERAL";2021-04-01;NA;NA;NA;NA;0;0;0;0;0
"2204";"China";"DESFERAL";2021-05-01;NA;NA;NA;NA;0;0;0;0;0
"2205";"China";"DESFERAL";2021-06-01;NA;NA;NA;NA;0;0;0;0;0
"2206";"China";"DESFERAL";2021-07-01;NA;NA;NA;NA;0;0;0;0;0
"2207";"China";"DESFERAL";2021-08-01;NA;NA;NA;NA;0;0;0;0;0
"2208";"China";"DESFERAL";2021-09-01;NA;NA;NA;NA;0;0;0;0;0
"2209";"China";"DESFERAL";2021-10-01;NA;NA;NA;NA;0;0;0;0;0
"2210";"China";"DESFERAL";2021-11-01;NA;NA;NA;NA;0;0;0;0;0
"2211";"China";"DESFERAL";2021-12-01;NA;NA;NA;NA;0;0;0;0;0
"2212";"China";"DESFERAL";2022-01-01;NA;NA;NA;NA;0;0;0;0;0
"2213";"China";"DESFERAL";2022-02-01;NA;NA;NA;NA;0;0;0;0;0
"2214";"China";"DESFERAL";2022-03-01;NA;NA;NA;NA;0;0;0;0;0
"2215";"China";"DESFERAL";2022-04-01;NA;NA;NA;NA;0;0;0;0;0
"2216";"China";"DESFERAL";2022-05-01;NA;NA;NA;NA;0;0;0;0;0
"2217";"China";"DESFERAL";2022-06-01;NA;NA;NA;NA;0;0;0;0;0
"2218";"China";"DESFERAL";2022-07-01;NA;NA;NA;NA;0;0;0;0;0
"2219";"China";"DESFERAL";2022-08-01;NA;NA;NA;NA;0;0;0;0;0
"2220";"China";"DESFERAL";2022-09-01;NA;NA;NA;NA;0;0;0;0;0
"2221";"China";"DESFERAL";2022-10-01;NA;NA;NA;NA;0;0;0;0;0
"2222";"China";"DESFERAL";2022-11-01;NA;NA;NA;NA;0;0;0;0;0
"2223";"China";"DESFERAL";2022-12-01;NA;NA;NA;NA;0;0;0;0;0
"2224";"China";"EXJADE";2012-01-01;507500;507500;1225000;507500;340000;329000;11000;0;0
"2225";"China";"EXJADE";2012-03-01;435000;435000;1050000;435000;1759000;230000;1529000;0;0
"2226";"China";"EXJADE";2012-04-01;1305000;1305000;3150000;1305000;928000;313000;615000;0;0
"2227";"China";"EXJADE";2012-05-01;1769000;1769000;4270000;1769000;2115000;285000;1830000;0;0
"2228";"China";"EXJADE";2012-06-01;797500;797500;1925000;797500;946000;319000;627000;0;0
"2229";"China";"EXJADE";2012-07-01;870000;870000;2100000;870000;1284000;358000;926000;0;0
"2230";"China";"EXJADE";2012-08-01;940734,02;940734,02;2194500;940734,02;1097000;288000;809000;0;0
"2231";"China";"EXJADE";2012-09-01;991380;991380;2275000;991380;1451000;300000;1151000;0;0
"2232";"China";"EXJADE";2012-10-01;915120;915120;2100000;915120;788000;313000;475000;0;0
"2233";"China";"EXJADE";2012-11-01;991380;991380;2275000;991380;1322000;309000;1013000;0;0
"2234";"China";"EXJADE";2012-12-01;991380;991380;2275000;991380;1896000;456000;1440000;0;0
"2235";"China";"EXJADE";2013-01-01;991380;991380;2275000;991380;1456000;383000;1073000;0;0
"2236";"China";"EXJADE";2013-03-01;1044446;1044446;2275000;1044446;713000;410000;303000;0;0
"2237";"China";"EXJADE";2013-04-01;1044446;1044446;2275000;1044446;1196000;270000;926000;0;0
"2238";"China";"EXJADE";2013-05-01;1044446;1044446;2275000;1044446;2276000;406000;1870000;0;0
"2239";"China";"EXJADE";2013-06-01;1365814;1365814;2975000;1365814;2450000;433000;2017000;0;0
"2240";"China";"EXJADE";2013-07-01;1606840;1606840;4116000;1606840;3065000;463000;2554000;48000;0
"2241";"China";"EXJADE";2013-08-01;1767524;1767524;3850000;1767524;565599,999999999;432700;132799,999999999;100,000000000001;0
"2242";"China";"EXJADE";2013-09-01;1526498;1525048;3325000;1525048;2045100;461600;1583500;0;0
"2243";"China";"EXJADE";2013-10-01;1124788;1124788;2450000;1124788;949500;457000;492500;0;0
"2244";"China";"EXJADE";2013-11-01;803420;795216,8;1750000;795216,8;1362600;444700;917900,000000001;0;0
"2245";"China";"EXJADE";2013-12-01;1044446;993533,65;2345000;993533,65;859199,999999999;406400;447400;5400;0
"2246";"China";"EXJADE";2014-01-01;1928208;1899284,88;4200000;1899284,88;701900;463700;238200;0;0
"2247";"China";"EXJADE";2014-02-01;1124788;1107916,18;2450000;1107916,18;533300;378800;154500;0;0
"2248";"China";"EXJADE";2014-03-01;964104;935734,62;2100000;935734,62;1529000;646000;883000;0;0
"2249";"China";"EXJADE";2014-04-01;1606840;1583503,49;3500000;1583503,49;1981400;796300;1185100;0;0
"2250";"China";"EXJADE";2014-05-01;2892312;2854711,95;6300000;2854711,95;868300;694200;174100;0;0
"2251";"China";"EXJADE";2014-06-01;2570944;2537521,73;5600000;2537521,73;1920100;765000;1155100;0;0
"2252";"China";"EXJADE";2014-07-01;2570944;2537521,73;5600000;2537521,73;1950100;832900;1117200;0;0
"2253";"China";"EXJADE";2014-08-01;1606840;1571008,45;3500000;1571008,45;1866700;735500;1131200;0;0
"2254";"China";"EXJADE";2014-09-01;964104;951570,65;2100000;951570,65;1470500;731600;738900,000000001;0;0
"2255";"China";"EXJADE";2014-10-01;1446156;1427355,98;3150000;1427355,98;1593500;764600;828900;0;0
"2256";"China";"EXJADE";2014-11-01;1606840;1585951,08;3500000;1585951,08;1410200;765000;645200;0;0
"2257";"China";"EXJADE";2014-12-01;1606840;1486800,09;3500000;1486800,09;2177000;761900;1415100;0;0
"2258";"China";"EXJADE";2015-01-01;2892312;2832895,66;6300000;2832895,66;1295000;946000;349000;0;0
"2259";"China";"EXJADE";2015-02-01;4820520;4757853,24;10517500;4757853,24;1087900;914100;172400;1400;0
"2260";"China";"EXJADE";2015-03-01;1606840;1585951,08;3500000;1585951,08;1127300;848900;278400;0;0
"2261";"China";"EXJADE";2015-04-01;2410260;2378926,62;5250000;2378926,62;1416700;949500;467200;0;0
"2262";"China";"EXJADE";2015-05-01;2972654;2944876,22;6475000;2944876,22;1543600;1019400;524200;0;0
"2263";"China";"EXJADE";2015-06-01;2570944;2515192,48;5600000;2515192,48;1462200;941200,000000001;521000;0;0
"2264";"China";"EXJADE";2015-07-01;2570944;2537521,73;5600000;2537521,73;1545500;1149100;396400;0;0
"2265";"China";"EXJADE";2015-08-01;2860175,2;2812962,09;6230000;2812962,09;1211900;918600;293300;0;0
"2266";"China";"EXJADE";2015-09-01;3213680;3181932,99;12904500;3181932,99;1318000;971200;346800;0;0
"2267";"China";"EXJADE";2015-10-01;2710739,08;2675499,47;0;2675499,47;1304100;906100;398000;0;0
"2268";"China";"EXJADE";2015-12-01;224957,6;186212,85;490000;186212,85;1903600;1062200;841400,000000001;0;0
"2269";"China";"EXJADE";2016-01-01;3101201,2;3060885,59;6755000;3060885,59;953200;783400;169800;0;0
"2270";"China";"EXJADE";2016-02-01;2892312;2854711,95;6300000;2854711,95;977700;855200;122500;0;0
"2271";"China";"EXJADE";2016-03-01;2410260;2378926,62;5250000;2378926,62;1018700;749300;269400;0;0
"2272";"China";"EXJADE";2016-04-01;1606840;1557444,16;3500000;1557444,16;2149100;803200;1345900;0;0
"2273";"China";"EXJADE";2016-05-01;2892312;2854711,94;6300000;2854711,94;1073500;800600;272900;0;0
"2274";"China";"EXJADE";2016-06-01;3535048;3434274,31;7630595;3434274,31;1644800;724300;920500;0;0
"2275";"China";"EXJADE";2016-07-01;3535048;3489111,08;7700035;3489111,08;994900;863300;131600;0;0
"2276";"China";"EXJADE";2016-08-01;3213680;3172240,95;7000735;3172240,95;1096300;829599,999999999;266700;0;0
"2277";"China";"EXJADE";2016-09-01;3856416;3806134,46;8399685;3806134,46;912000;778300;133700;0;0
"2278";"China";"EXJADE";2016-10-01;2410260;2379413,65;5251050;2379413,65;1018600;721400,000000001;297200;0;0
"2279";"China";"EXJADE";2016-11-01;1606840;1574273,53;3497865;1574273,53;1239800;828600;411200;0;0
"2280";"China";"EXJADE";2016-12-01;1606840;1586103,16;3500350;1586103,16;1032300;835900;196400,000000001;0;0
"2281";"China";"EXJADE";2017-01-01;3856416;3798396,08;8400700;3798396,08;650900;565900;85000;0;0
"2282";"China";"EXJADE";2017-02-01;3535048;3489151,67;2110045;3489151,75;556700;462500;94200;0;0
"2283";"China";"EXJADE";2017-03-01;3531286;3487622,81;7700000;3487622,75;1197900;465100;149900;0;582900
"2284";"China";"EXJADE";2017-04-01;3691799;3647478,2;8055985;3647478,25;979600;499200;277800;0;202600
"2285";"China";"EXJADE";2017-05-01;3852312;3807291,67;13983270;3807291,75;868400;497000;169100;0;202300
"2286";"China";"EXJADE";2017-06-01;5617955;5550101,43;12250000;5550101,5;918600;527900;173800;0;216900
"2287";"China";"EXJADE";2017-07-01;4253594,5;4133822,57;9275000;4133822,5;971600;657900;105800;0;207900
"2288";"China";"EXJADE";2017-08-01;4028876,3;3988027,98;8767500;3988028;930400;571500;144100;0;214800
"2289";"China";"EXJADE";2017-09-01;4221491,9;4149726,54;9205000;4149726,5;1144000;844300;195300;0;104400
"2290";"China";"EXJADE";2017-10-01;4012825;3944606,97;8750000;3944607;217500;847099,999999999;198000;0;-827600
"2291";"China";"EXJADE";2017-11-01;4173338;4102391,25;9100000;4102391,25;1389500;993900,000000001;348900;0;46699,9999999999
"2292";"China";"EXJADE";2017-12-01;2568208;2495796,06;5600000;2495796;1384900;970400;239400;0;175100
"2293";"China";"EXJADE";2018-01-01;4614748,75;4528143,83;10062500;4528144;154200;0;154200;0;0
"2294";"China";"EXJADE";2018-02-01;2821818,54;2716833,61;6153000;2716833,5;1078400;750400;81400;0;246600
"2295";"China";"EXJADE";2018-03-01;2670936,32;2584775,9;5824000;2584776;574100;348400;87000;0;138700
"2296";"China";"EXJADE";2018-04-01;4505599,91;4086498,91;9824500;4086499;821000;386700;287400;0;146900
"2297";"China";"EXJADE";2018-05-01;4569805,11;4396287,3;9964500;4396287,5;656300;403200;134100;0;119000
"2298";"China";"EXJADE";2018-06-01;2247182;2162734,44;4900000;2162734,5;599200;325600;155400;0;118200
"2299";"China";"EXJADE";2018-07-01;2825028,8;2748452,92;6160000;2748453;641800;464600;54100;0;123100
"2300";"China";"EXJADE";2018-08-01;4173338;4039119,22;9100000;4039119,25;2119800;1261900;111600;0;746300
"2301";"China";"EXJADE";2018-09-01;5778468;5506631,45;12600000;5506631,5;1132900;490599,999999999;392900;0;249400
"2302";"China";"EXJADE";2018-10-01;3964671,1;3979990,56;8645000;3979990,5;1361700;475900,000000001;712400;0;173400
"2303";"China";"EXJADE";2018-11-01;4333851;4193341,82;9450000;4193341,75;914000;477900;188500;0;247600
"2304";"China";"EXJADE";2018-12-01;3338670,4;3218324,34;7280000;3218324,25;1282300;518500;526600;0;237200
"2305";"China";"EXJADE";2019-01-01;5404472,71;5245013,72;11784500;5245013,75;954400;623500;115200;0;215700
"2306";"China";"EXJADE";2019-02-01;2662910,67;2580094,13;5806500;2580094,0078;598100;495200;-42300;0;145200
"2307";"China";"EXJADE";2019-03-01;4247173,98;4102770,03;9261000;4102770,125;1167300;537100;434000;0;196200
"2308";"China";"EXJADE";2019-04-01;4796128,44;4542657,57;10458000;4542657,625;945100;540400;170500;0;234200
"2309";"China";"EXJADE";2019-05-01;NA;NA;NA;NA;906803,941;546775,476;170466,373;0;189562,092
"2310";"China";"EXJADE";2019-06-01;NA;NA;NA;NA;930577,319;544042,747;175123,163;0;211411,409
"2311";"China";"EXJADE";2019-07-01;NA;NA;NA;NA;1431907,477;657399,715;545993,843;0;228513,919
"2312";"China";"EXJADE";2019-08-01;NA;NA;NA;NA;978333,47;549316,238;183282,113;0;245735,119
"2313";"China";"EXJADE";2019-09-01;NA;NA;NA;NA;950183,748;559357,173;138938,903;0;251887,672
"2314";"China";"EXJADE";2019-10-01;NA;NA;NA;NA;916392,83;546640,879;125935,513;0;243816,438
"2315";"China";"EXJADE";2019-11-01;NA;NA;NA;NA;960599,109;543678,611;166336,25;0;250584,248
"2316";"China";"EXJADE";2019-12-01;NA;NA;NA;NA;805483,111;526887,31;33988,583;0;244607,218
"2317";"China";"EXJADE";2020-01-01;NA;NA;NA;NA;1034709,85487961;660779,861514241;120302,639680664;0;253627,35368471
"2318";"China";"EXJADE";2020-02-01;NA;NA;NA;NA;651366,084900795;524808,640612433;-44173,6255077437;0;170731,069796106
"2319";"China";"EXJADE";2020-03-01;NA;NA;NA;NA;1253135,97574742;569213,895139212;453223,486296944;0;230698,594311267
"2320";"China";"EXJADE";2020-04-01;NA;NA;NA;NA;1003357,51260336;574058,674795314;206405,320177553;0;222893,517630494
"2321";"China";"EXJADE";2020-05-01;NA;NA;NA;NA;980378,365276591;579467,880209564;178016,967436533;0;222893,517630494
"2322";"China";"EXJADE";2020-06-01;NA;NA;NA;NA;1008036,46533971;576571,757851623;182880,024115687;0;248584,683372397
"2323";"China";"EXJADE";2020-07-01;NA;NA;NA;NA;1535578,83298553;696706,483780596;570177,956269877;0;268694,392935059
"2324";"China";"EXJADE";2020-08-01;NA;NA;NA;NA;1062504,58441308;582160,557615339;191400,364584633;0;288943,662213108
"2325";"China";"EXJADE";2020-09-01;NA;NA;NA;NA;1034072,92266886;592801,85294617;145093,027649615;0;296178,042073075
"2326";"China";"EXJADE";2020-10-01;NA;NA;NA;NA;997526,516477821;579325,235482988;131513,668779848;0;286687,612214985
"2327";"China";"EXJADE";2020-11-01;NA;NA;NA;NA;1044535,18756722;576185,849695004;173703,905812351;0;294645,432059866
"2328";"China";"EXJADE";2020-12-01;NA;NA;NA;NA;881502,078139993;558390,575357516;35494,0647040393;0;287617,438078438
"2329";"China";"EXJADE";2021-01-01;NA;NA;NA;NA;1050767,055913;677895,173013721;124779,611794283;0;248092,271104992
"2330";"China";"EXJADE";2021-02-01;NA;NA;NA;NA;659589,644052077;538402,068446503;-45817,5137057134;0;167005,089311288
"2331";"China";"EXJADE";2021-03-01;NA;NA;NA;NA;1279711,25247237;583957,493866351;470089,856933324;0;225663,901672691
"2332";"China";"EXJADE";2021-04-01;NA;NA;NA;NA;1021043,46066193;588927,761476596;214086,538686062;0;218029,160499274
"2333";"China";"EXJADE";2021-05-01;NA;NA;NA;NA;997147,969704463;594477,074422902;184641,734782287;0;218029,160499274
"2334";"China";"EXJADE";2021-06-01;NA;NA;NA;NA;1024351,3544932;591505,937617362;189685,766452491;0;243159,650423348
"2335";"China";"EXJADE";2021-07-01;NA;NA;NA;NA;1568979,54681163;714752,35531531;591396,699406327;0;262830,492089996
"2336";"China";"EXJADE";2021-08-01;NA;NA;NA;NA;1078400,52944832;597239,496709312;198523,18497375;0;282637,847765254
"2337";"China";"EXJADE";2021-09-01;NA;NA;NA;NA;1048363,32171531;608156,419514516;150492,555377288;0;289714,346823501
"2338";"China";"EXJADE";2021-10-01;NA;NA;NA;NA;1011169,6189376;594330,734957622;136407,850896301;0;280431,033083678
"2339";"China";"EXJADE";2021-11-01;NA;NA;NA;NA;1059493,38361119;591110,033789422;180168,165818723;0;288215,184003043
"2340";"China";"EXJADE";2021-12-01;NA;NA;NA;NA;891009,348178921;572853,831870383;36814,9495848765;0;281340,566723661
"2341";"China";"EXJADE";2022-01-01;NA;NA;NA;NA;1050767,055913;677895,173013721;124779,611794283;0;248092,271104992
"2342";"China";"EXJADE";2022-02-01;NA;NA;NA;NA;659589,644052077;538402,068446503;-45817,5137057134;0;167005,089311288
"2343";"China";"EXJADE";2022-03-01;NA;NA;NA;NA;1279711,25247237;583957,493866351;470089,856933324;0;225663,901672691
"2344";"China";"EXJADE";2022-04-01;NA;NA;NA;NA;1021043,46066193;588927,761476596;214086,538686062;0;218029,160499274
"2345";"China";"EXJADE";2022-05-01;NA;NA;NA;NA;997147,969704463;594477,074422902;184641,734782287;0;218029,160499274
"2346";"China";"EXJADE";2022-06-01;NA;NA;NA;NA;1024351,3544932;591505,937617362;189685,766452491;0;243159,650423348
"2347";"China";"EXJADE";2022-07-01;NA;NA;NA;NA;1568979,54681163;714752,35531531;591396,699406327;0;262830,492089996
"2348";"China";"EXJADE";2022-08-01;NA;NA;NA;NA;1078400,52944832;597239,496709312;198523,18497375;0;282637,847765254
"2349";"China";"EXJADE";2022-09-01;NA;NA;NA;NA;1048363,32171531;608156,419514516;150492,555377288;0;289714,346823501
"2350";"China";"EXJADE";2022-10-01;NA;NA;NA;NA;1011169,6189376;594330,734957622;136407,850896301;0;280431,033083678
"2351";"China";"EXJADE";2022-11-01;NA;NA;NA;NA;1059493,38361119;591110,033789422;180168,165818723;0;288215,184003043
"2352";"China";"EXJADE";2022-12-01;NA;NA;NA;NA;891009,348178921;572853,831870383;36814,9495848765;0;281340,566723661
"2353";"China";"FEMARA";2012-01-01;11730484,3;11441004,22;832950;11441004,22;5084000;3814000;1270000;0;0
"2354";"China";"FEMARA";2012-02-01;13747161,8;13309089,05;974775;13309089,05;4413000;2987000;1426000;0;0
"2355";"China";"FEMARA";2012-03-01;20558612,2;20241081,64;1407150;20241081,64;7709000;2659000;5050000;0;0
"2356";"China";"FEMARA";2012-04-01;16809910;16780393,22;1150000;16780393,22;6052000;3621000;2431000;0;0
"2357";"China";"FEMARA";2012-05-01;18917107,01;18589995,13;1296700;18589995,13;5341000;3298000;2033000;10000;0
"2358";"China";"FEMARA";2012-06-01;19343313,09;19047035,03;1323975;19047035,03;6641000;3700000;2931000;10000;0
"2359";"China";"FEMARA";2012-07-01;16063794,02;15786050,82;1098250;15786050,82;6819000;4148000;2669000;2000;0
"2360";"China";"FEMARA";2012-08-01;17139251,13;16932999,5;1174775;16932999,5;5294000;3329000;1956000;9000;0
"2361";"China";"FEMARA";2012-09-01;18330946;18013940,34;1253475;18013940,34;6180000;3471000;2707000;2000;0
"2362";"China";"FEMARA";2012-10-01;17357920;17057182,05;1242100;17057182,05;7184000;3629000;3549000;6000;0
"2363";"China";"FEMARA";2012-11-01;19527660;19303814,28;1404225;19303814,28;8384000;3575000;4787000;22000;0
"2364";"China";"FEMARA";2012-12-01;24359190;23051406,66;1745250;23051406,66;12019000;5286000;6721000;12000;0
"2365";"China";"FEMARA";2013-01-01;20132280;19437609,23;1441650;19437609,23;5879000;4436000;1439000;4000;0
"2366";"China";"FEMARA";2013-02-01;16508180;16222711,22;1180000;16222711,22;6323000;5467000;856000;0;0
"2367";"China";"FEMARA";2013-03-01;20098690;19873240,43;1439600;19873240,43;7305000;4745000;2555000;5000;0
"2368";"China";"FEMARA";2013-04-01;22201250;21615116,06;1593650;21615116,06;7648000;3121000;4512000;15000;0
"2369";"China";"FEMARA";2013-05-01;22033300;21769195,53;1577250;21769195,53;7592000;4708000;2879000;5000;0
"2370";"China";"FEMARA";2013-06-01;22033300;21799624,89;1584225;21799624,89;10301000;5011000;5268000;22000;0
"2371";"China";"FEMARA";2013-07-01;20982020;20619351,33;1501350;20619351,33;8120000;5356000;2761000;3000;0
"2372";"China";"FEMARA";2013-08-01;21966120;20883012,69;1572325;20883012,69;8961100;5015500;3939900;5700;0
"2373";"China";"FEMARA";2013-09-01;21865350;21486908,31;1567525;21486908,31;10185600;5344800;4828800;12000;0
"2374";"China";"FEMARA";2013-10-01;19762790;19420932,85;1413625;19420932,85;9791300;5291500;4497200;2599,99999999999;0
"2375";"China";"FEMARA";2013-11-01;24135860;23631393,26;1725525;23631393,26;8219100;5149700;3068100;1300;0
"2376";"China";"FEMARA";2013-12-01;27289700;26915272,26;1956150;26915272,26;6467300;4705200;1747400;14700;0
"2377";"China";"FEMARA";2014-01-01;30779440;30247102,38;2201125;30247102,38;7052600;5369500;1680400;2700;0
"2378";"China";"FEMARA";2014-02-01;16258618,96;15978137,47;1167825;15978137,47;5469600;4385200;1073000;11400;0
"2379";"China";"FEMARA";2014-03-01;28210470;25203300,76;2012875;25203300,76;4522700;3231900;1289900;900;0
"2380";"China";"FEMARA";2014-04-01;28151180;28310636,39;2104500;28310636,39;4811800;3983900;813400;14500;0
"2381";"China";"FEMARA";2014-05-01;30443540;29977127,96;2175150;29977127,96;6857100;3472800;3384000;300,000000000001;0
"2382";"China";"FEMARA";2014-06-01;27457650;27037623,75;1970600;27037623,75;8108000;3827300;4261400;19300;0
